"iWine","Barcode","Location","Bin","Size","Currency","ExchangeRate","Valuation","Price","NativePrice","NativePriceCurrency","StoreName","PurchaseDate","BottleNote","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","WA","WS","IWC","BH","AG","WE","JR","RH","JG","GV","JK","LD","CW","WFW","PR","SJ","WD","RR","JH","MFW","WWR","IWR","CHG","TT","TWF","DR","FP","JM","PG","WAL","CT","CNotes","MY","PNotes","BeginConsume","EndConsume"
"2986829","0120843215","Office","Gracie box","750ml","USD","1","0","0","0","USD","Unknown","11/21/2019","","2017","Hawks View Cellars Pinot Gris","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","White","White","Dry","Pinot Gris","Pinot Gris","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2018","2021"
"2978705","0120843046","Office","Gracie box","750ml","USD","1","0","0","0","USD","Unknown","11/21/2019","Oregon Pinot Noii","2015","Hawks View Cellars Pinot Noir Cellar Series Hawks View Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Pinot Noir","Pinot Noir","Cellar Series","Hawks View Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","1","","","2018","2024"
"3139505","0120818442","Office","Gracie box","750ml","USD","1","0","0","0","USD","Unknown","11/20/2019","","2016","Hawks View Cellars Syrah Cellar Series California","USA, California","USA","California","Unknown","California","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Syrah","Syrah","Cellar Series","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3190820","0119502482","Office","Gracie box","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2016","Hedges Family Estate Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Hedges Family Estate","Hedges Family Estate","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","11","","","2019","2022"
"3303837","0119502292","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2015","Goose Ridge Vineyards Vireo","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Goose Ridge Vineyards","Goose Ridge Vineyards","Red","Red","Dry","Red Blend","Red Blend","Vireo","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","3","","","2019","2026"
"3120327","0119502351","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2015","Hightower Cellars Merlot","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Hightower Cellars","Hightower Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3120327","0119502350","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2015","Hightower Cellars Merlot","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Hightower Cellars","Hightower Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3120327","0119502349","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2015","Hightower Cellars Merlot","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Hightower Cellars","Hightower Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3238153","0114433869","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Kiona Cabernet Sauvignon Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Kiona","Kiona","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4","6","","","2022","2026"
"3238153","0114433868","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Kiona Cabernet Sauvignon Red Mountain","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Kiona","Kiona","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4","6","","","2022","2026"
"3271037","0114434067","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Kiona Malbec","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Kiona","Kiona","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2022"
"2322931","0126356165","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","4/3/2020","","2014","Raptor Ridge Pinot Noir Estate","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.75","4","","","2016","2023"
"2616384","0126356333","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","4/3/2020","","2015","Raptor Ridge Pinot Noir Estate","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.4","5","","","2017","2021"
"3093310","0126356072","Office","HIGHTOWER","750ml","USD","1","0","0","0","USD","Unknown","4/3/2020","","2016","Raptor Ridge Pinot Noir Estate","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5","2","","","2018","2021"
"2475115","0114456292","Office","LEcole","3.0L","USD","1","0","0","0","USD","Unknown","6/4/2019","","2014","L'Ecole No. 41 Cabernet Sauvignon Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","L'Ecole No. 41","L'Ecole No. 41","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.75","14","","","2018","2025"
"3484278","0121968041","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2017","Natalie's Estate Winery Cabernet Franc","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3484278","0121968042","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2017","Natalie's Estate Winery Cabernet Franc","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3484281","0121968920","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2017","Natalie's Estate Winery Cabernet Sauvignon McDuffee Vineyard","USA, Oregon/Washington, Columbia Gorge","USA","Oregon/Washington","Unknown","Columbia Gorge","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","McDuffee Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2025"
"3484279","0121969086","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2018","Natalie's Estate Winery Pinot Noir Estate Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Estate Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"3404026","0121967903","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2016","Natalie's Estate Winery Sangiovese Riserva","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Sangiovese","Sangiovese","Riserva","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2028"
"3404026","0121967904","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2016","Natalie's Estate Winery Sangiovese Riserva","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Sangiovese","Sangiovese","Riserva","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2028"
"3173449","0121967625","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2016","Raptor Ridge Tempranillo Folin Vineyard","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Folin Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"3173449","0121967626","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2016","Raptor Ridge Tempranillo Folin Vineyard","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Folin Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"3173449","0121967627","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2016","Raptor Ridge Tempranillo Folin Vineyard","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Folin Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2022"
"2522186","0121967684","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2014","Raptor Ridge Tempranillo Rogue Valley","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Rogue Valley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","1","","","2018","2020"
"2522186","0121967685","Office","Miso","750ml","USD","1","0","0","0","USD","Unknown","12/15/2019","","2014","Raptor Ridge Tempranillo Rogue Valley","USA, Oregon, Southern Oregon, Rogue Valley","USA","Oregon","Southern Oregon","Rogue Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Tempranillo","Tempranillo","Unknown","Rogue Valley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","1","","","2018","2020"
"3095266","0118319547","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2015","Cooper Ridge Vineyard Merlot","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Cooper Ridge Vineyard","Cooper Ridge Vineyard","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3410708","0118322385","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2017","Hillcrest Vineyard Barbera Le Pig Lot 1","USA, Oregon","USA","Oregon","Unknown","Oregon","Hillcrest Vineyard","Hillcrest Vineyard","Red","Red","Dry","Barbera","Barbera","Le Pig Lot 1","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3410708","0118322384","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2017","Hillcrest Vineyard Barbera Le Pig Lot 1","USA, Oregon","USA","Oregon","Unknown","Oregon","Hillcrest Vineyard","Hillcrest Vineyard","Red","Red","Dry","Barbera","Barbera","Le Pig Lot 1","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3281888","0129877481","Office","U","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2016","Hillcrest Vineyard Chardonnay Cuvée Francaise","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Hillcrest Vineyard","Hillcrest Vineyard","White","White","Dry","Chardonnay","Chardonnay","Cuvée Francaise","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2020"
"3281888","0129877482","Office","U","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2016","Hillcrest Vineyard Chardonnay Cuvée Francaise","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Hillcrest Vineyard","Hillcrest Vineyard","White","White","Dry","Chardonnay","Chardonnay","Cuvée Francaise","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2020"
"2950112","0118319447","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2015","Hillcrest Vineyard Right Bank - Cab Franc/Merlot Hillcrest vineyard","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Hillcrest Vineyard","Hillcrest Vineyard","Red","Red","Dry","Red Blend","Red Blend","Right Bank - Cab Franc/Merlot","Hillcrest vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"2950112","0118319448","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2015","Hillcrest Vineyard Right Bank - Cab Franc/Merlot Hillcrest vineyard","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Hillcrest Vineyard","Hillcrest Vineyard","Red","Red","Dry","Red Blend","Red Blend","Right Bank - Cab Franc/Merlot","Hillcrest vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3657320","0129876059","Office","U","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Natalie's Estate Winery Malbec","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3403897","0119147990","Office","U","750ml","USD","1","0","0","0","USD","Unknown","10/15/2019","","2016","Natalie's Estate Winery Meritage","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Meritage","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2021"
"3326527","0119147952","Office","U","750ml","USD","1","0","0","0","USD","Unknown","10/15/2019","","2016","Natalie's Estate Winery Merlot The Pines Vineyard","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Merlot","Merlot","Unknown","The Pines Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2027"
"3231182","0118319367","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2016","Reustle Syrah Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Syrah","Syrah","Unknown","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2022"
"3168586","0118319386","Office","U","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2016","Reustle Tempranillo Estate Cuvée Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Tempranillo","Tempranillo","Estate Cuvée","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","1","","","2020","2025"
"3029146","0114433830","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2016","Kiona Lemberger","USA, Washington, Columbia Valley, Red Mountain","USA","Washington","Columbia Valley","Red Mountain","Kiona","Kiona","Red","Red","Dry","Lemberger","Blaufränkisch","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.875","8","","","2019","2020"
"3656752","0129875545","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2017","Natalie's Estate Winery Cabernet Sauvignon Red Willow Vineyard","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Red Willow Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2024","2027"
"3246540","0129875351","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/9/2020","","2018","Natalie's Estate Winery Pinot Noir","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Natalie's Estate Winery","Natalie's Estate Winery","Rosé","Rosé","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2023","2025"
"3163823","0114903467","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Dolcetto Estate Cockburn Vineyard","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Dolcetto","Dolcetto","Estate","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","2","","","2020","2024"
"3285381","0114903448","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Mourvèdre Cockburn Vineyard","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Mourvèdre","Mourvèdre","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","1","","","2023","2026"
"3322649","0114903495","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Petit Verdot Cockburn Vineyard Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3175275","0125118696","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","3/8/2020","","2016","Zerba Cellars Syrah Estate Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Syrah","Syrah","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2018","2022"
"3175275","0125118697","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","3/8/2020","","2016","Zerba Cellars Syrah Estate Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Syrah","Syrah","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2018","2022"
"3175275","0114903392","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Syrah Estate Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Syrah","Syrah","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","2018","2022"
"3246960","0114903367","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Wild Z","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Red Blend","Red Blend","Wild Z","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","4","","","2019","2024"
"3333150","0114903561","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Zinfandel","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3333150","0114903560","Office","Z","750ml","USD","1","0","0","0","USD","Unknown","6/18/2019","","2016","Zerba Cellars Zinfandel","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"2238086","0118078427","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2010","Bodegas Balbas Ribera del Duero Ardal Reserva","Spain, Castilla y León, Ribera del Duero","Spain","Castilla y León","Unknown","Ribera del Duero","Bodegas Balbas","Balbas, Bodegas ","Red","Red","Dry","Tempranillo Blend","Tempranillo","Ardal Reserva","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2956989247312","203","","","2018","2028"
"3100463","0121382196","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","12/1/2019","","2016","Beckham Estate Vineyard Pinot Noir Dow's","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Beckham Estate Vineyard","Beckham Estate Vineyard","Red","Red","Dry","Pinot Noir","Pinot Noir","Dow's","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2023"
"3599017","0126866971","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","4/12/2020","","2019","Beckham Estate Vineyard Pinot Noir Olivia's Pinot Noir Rose","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Beckham Estate Vineyard","Beckham Estate Vineyard","Rosé","Rosé","Dry","Pinot Noir","Pinot Noir","Olivia's Pinot Noir Rose","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3259754","0118078370","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2017","Cameron Pinot Noir","USA, Oregon, Willamette Valley, Ribbon Ridge","USA","Oregon","Willamette Valley","Ribbon Ridge","Cameron","Cameron","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","6","","","2020","2028"
"3639342","0128732509","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2019","Hawks View Cellars White Pinot Noir Hawks View Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","White","White","Dry","Pinot Noir","Pinot Noir","White Pinot Noir","Hawks View Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3631491","0128735149","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2017","Hawks View Winery Jack's Pinot Noir","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Hawks View Winery","Hawks View Winery","Red","Red","Dry","Pinot Noir","Pinot Noir","Jack's Pinot Noir","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"2650366","0118587780","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/30/2019","","2015","Raptor Ridge Pinot Noir Meredith Mitchell Vineyard","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Meredith Mitchell Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","2","","","2020","2030"
"2582677","0118078943","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Tesoaria Malbec","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Tesoaria","Tesoaria","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2021"
"2975132","0118078990","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Tesoaria Petite Sirah","USA, California","USA","California","Unknown","California","Tesoaria","Tesoaria","Red","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2022"
"2942245","0118078537","Tall","A","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Zerba Cellars Petite Sirah Cockburn Vineyard Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Petite Sirah","Petite Sirah","Unknown","Cockburn Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"2650974","0118087235","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Amavi Cellars Syrah","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Amavi Cellars","Amavi Cellars","Red","Red","Dry","Syrah","Syrah","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","9","","","2018","2023"
"3278803","0121382367","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","12/1/2019","","2017","Beckham Estate Vineyard Pinot Noir A.D. Beckham Amphora Creta","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Beckham Estate Vineyard","Beckham Estate Vineyard","Red","Red","Dry","Pinot Noir","Pinot Noir","A.D. Beckham Amphora Creta","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","1","","","2020","2023"
